Dose Level,Method,Iteration,Objective,RelativeChange,RelativeError,StepSize
10%,TV-GD,5,460.44999735621326,0.03419462119198791,,
10%,TV-GD,6,443.334343952155,0.035648957189020336,,
10%,TV-GD,7,432.55720596266787,0.03757038034498785,,
10%,TV-GD,8,424.19157198860523,0.03997990784591141,,
10%,TV-GD,9,420.96351295122906,0.04235738102381922,,
10%,TV-GD,10,417.08423058120235,0.044912501631256915,,
10%,TV-GD,11,417.5100131088362,0.0472027487788963,,
10%,TV-GD,12,415.37209724064667,0.04957089448815277,,
10%,TV-GD,13,418.19115044581633,0.05117490896339275,,
10%,TV-GD,14,416.7475110519054,0.05280514472674072,,
10%,TV-GD,15,419.5988131887681,0.05447684071579678,,
10%,TV-GD,16,418.88272371096036,0.05613267694143866,,
10%,TV-GD,17,422.4153041958154,0.05704511529191475,,
10%,TV-GD,18,421.57454637311287,0.05816872731975939,,
10%,TV-GD,19,424.8013574066857,0.05940152636488468,,
10%,TV-GD,20,424.5700250806218,0.06056868334486157,,
10%,TV-GD,21,427.97485101378646,0.06123727940133479,,
10%,TV-GD,22,427.11647921492636,0.06213578214236674,,
10%,TV-GD,23,430.5234953970033,0.06297563225679371,,
10%,TV-GD,24,430.04084501369056,0.06401010568892775,,
10%,TV-GD,25,433.55184083710253,0.06463482315512774,,
10%,TV-GD,26,432.9364421250877,0.06531185462586032,,
10%,TV-GD,27,436.1371085786144,0.06595526776177138,,
10%,TV-GD,28,435.41280850619694,0.06690917108671476,,
10%,TV-GD,29,439.20000978667827,0.06738981808100115,,
10%,TV-GD,30,438.38850770212866,0.0680522260401661,,
10%,TV-GD,31,441.73520456579246,0.06885857545925475,,
10%,TV-GD,32,441.2922041830891,0.06968209686323347,,
10%,TV-GD,33,444.90981924651203,0.06999594102039795,,
10%,TV-GD,34,443.84710005974466,0.07067519871116944,,
10%,TV-GD,35,447.2968263662298,0.071343239454275,,
10%,TV-GD,36,446.9708140316703,0.07211516595493189,,
10%,TV-GD,37,450.35910695418454,0.07247093699645188,,
10%,TV-GD,38,449.57376410679404,0.07315382029520147,,
10%,TV-GD,39,453.0503882538277,0.0737550713490716,,
10%,TV-GD,40,452.2766043340666,0.07448666504648693,,
10%,TV-GD,41,455.921731903642,0.07482728777880764,,
10%,TV-GD,42,455.0866517480746,0.07543666434162714,,
10%,TV-GD,43,458.28241308228314,0.07595905967889399,,
10%,TV-GD,44,457.60322914630024,0.0765791876915251,,
10%,TV-GD,45,460.9087651333574,0.07682054269180402,,
10%,TV-GD,46,459.70835640517976,0.07737939205776673,,
10%,TV-GD,47,463.0945969916806,0.0777807280082591,,
10%,TV-GD,48,462.01716179892577,0.07837780723949059,,
10%,TV-GD,49,465.43307638403826,0.07864657838941408,,
10%,TV-GD,50,464.18568986738865,0.0790909520730191,,
10%,TV-GD,51,467.3086491179614,0.07943042784210791,,
10%,TV-GD,52,466.18850194084126,0.07996432459236431,,
10%,TV-GD,53,469.3788808957602,0.08018602272623823,,
10%,TV-GD,54,468.1581193638707,0.08061902545515634,,
10%,TV-GD,55,471.2605832894035,0.08096136930325244,,
10%,TV-GD,56,470.021577545973,0.08139254577442366,,
10%,TV-GD,57,473.0986187121447,0.08153416137119301,,
10%,TV-GD,58,471.7487111983961,0.0819557428953356,,
10%,TV-GD,59,474.6321562127093,0.08229829227973572,,
10%,TV-GD,60,473.5449221435558,0.08278034187446737,,
10%,TV-GD,61,476.59699404669277,0.08279820777567423,,
10%,TV-GD,62,475.0662873474868,0.08306716421246538,,
10%,TV-GD,63,477.724863553579,0.08342172280646307,,
10%,TV-GD,64,476.6242890328673,0.08388871998755393,,
10%,TV-GD,65,479.5269553049671,0.08397419800109458,,
10%,TV-GD,66,478.148788977584,0.08425417286600335,,
10%,TV-GD,67,480.836165229392,0.0844830903988187,,
10%,TV-GD,68,479.4468339826451,0.08486721699202111,,
10%,TV-GD,69,482.22290552452824,0.08493804096124075,,
10%,TV-GD,70,480.737089748539,0.08519125205991261,,
10%,TV-GD,71,483.25127692443925,0.08540664003906233,,
10%,TV-GD,72,481.99929113408757,0.08578047973982492,,
10%,TV-GD,73,484.7326356959516,0.08578793898084258,,
10%,TV-GD,74,483.0495236652408,0.08601969743877029,,
10%,TV-GD,75,485.5821856170443,0.08625984684205061,,
10%,TV-GD,76,484.20839264162197,0.08658360118592948,,
10%,TV-GD,77,486.8273683031657,0.08650579813055148,,
10%,TV-GD,78,484.9339819857705,0.08672444649309569,,
10%,TV-GD,79,487.58179404477596,0.08685570283822394,,
10%,TV-GD,80,485.83930638969497,0.08710451967019307,,
10%,TV-GD,81,488.4512857914194,0.08714811825223295,,
10%,TV-GD,82,486.7148419908577,0.08731731855788195,,
10%,TV-GD,83,489.07499864897915,0.08741981444241025,,
10%,TV-GD,84,487.42346159773103,0.08771131214648964,,
10%,TV-GD,85,490.02653162979874,0.08760420588271618,,
10%,TV-GD,86,488.0503645444266,0.08779016023095865,,
10%,TV-GD,87,490.464545987164,0.08796780290929172,,
10%,TV-GD,88,488.79112771953527,0.08816933296074642,,
10%,TV-GD,89,491.1117497761326,0.08809759469208266,,
10%,TV-GD,90,489.4442510114303,0.08816788498330162,,
10%,TV-GD,91,491.4848076441627,0.08828335964106955,,
10%,TV-GD,92,489.8228340654991,0.08855543464489078,,
10%,TV-GD,93,492.22591207954724,0.08847243584069511,,
10%,TV-GD,94,490.30263732357173,0.08849755648363469,,
10%,TV-GD,95,492.3327687789349,0.08854827690124614,,
10%,TV-GD,96,490.6942211797168,0.08876372380873139,,
10%,TV-GD,97,492.7551445767889,0.08868998175767394,,
10%,TV-GD,98,491.01970537811604,0.08874064895392965,,
10%,TV-GD,99,493.00178598518704,0.08885411171896503,,
10%,TV-GD,100,491.28949896791016,0.08898033731156618,,
10%,TV-GD,101,493.29916056124404,0.08886300839074485,,
10%,TV-GD,102,491.54324167414006,0.0889508925173501,,
10%,TV-GD,103,493.49373800921325,0.08894740419128326,,
10%,TV-GD,104,491.60154311303455,0.08911985714332575,,
10%,TV-GD,105,493.7536502139764,0.08904714091631581,,
10%,TV-GD,106,491.819210427299,0.08906903774121687,,
10%,TV-GD,107,493.65873448605123,0.0890435829785564,,
10%,TV-GD,108,491.85991242466275,0.08914847740025929,,
10%,TV-GD,109,493.7946603127983,0.08897415807768355,,
10%,TV-GD,110,491.8097260326033,0.08911072392240145,,
10%,TV-GD,111,493.91452188785536,0.08914910033218984,,
10%,TV-GD,112,491.89791788915625,0.0892373018751324,,
10%,TV-GD,113,493.850453073985,0.0890477655401634,,
10%,TV-GD,114,492.0576310709768,0.08902590164427512,,
10%,TV-GD,115,493.60685087534307,0.08899829394142951,,
10%,TV-GD,116,491.7480598013204,0.0891419777238816,,
10%,TV-GD,117,493.81745516594145,0.08902474967686565,,
10%,TV-GD,118,491.81593401370236,0.08910949977279732,,
10%,TV-GD,119,493.80065930410194,0.08915325580635407,,
10%,TV-GD,120,492.06517377824156,0.08919721384517534,,
10%,Adaptive VST-PGD,1,54989.543755996885,0.06348805022927556,0.34337270573657763,0.08
10%,Adaptive VST-PGD,2,50143.380791660435,0.13619291518492474,0.24651034664225518,0.2
10%,Adaptive VST-PGD,3,44096.203010588586,0.11312239774452737,0.21857501247599267,0.12274784108443257
10%,Adaptive VST-PGD,4,32312.531688623418,0.06552946266156634,0.19516364214571777,0.06953650600760825
10%,Adaptive VST-PGD,5,30010.439677858958,0.03877790477318762,0.18566295975850397,0.04788194868089825
10%,Adaptive VST-PGD,6,26602.555170338248,0.023368729432071474,0.18063231915421482,0.02798270165431619
10%,Adaptive VST-PGD,7,25692.680819627243,0.013384636162714765,0.17766741719314874,0.018691461307062125
10%,Adaptive VST-PGD,8,24681.156274035573,0.008475250179390771,0.1759529415708925,0.011868971183916938
10%,Adaptive VST-PGD,9,24381.858509227503,0.005260762732869013,0.1749099861668461,0.007699177237167623
10%,Adaptive VST-PGD,10,23916.050938200526,0.003305331796593399,0.174285675200591,0.004789476388101564
10%,Adaptive VST-PGD,11,23828.87454713816,0.002093444950214416,0.1738778285761657,0.003230339807254655
10%,Adaptive VST-PGD,12,23629.595460435296,0.0013522204573136274,0.17363377562120177,0.00196550489495284
10%,Adaptive VST-PGD,13,23588.026250074294,0.0008906505940950321,0.17345956057016845,0.0014195054237243366
10%,Adaptive VST-PGD,14,23506.558891469394,0.0005815684542893663,0.17335417852219506,0.0008660267775193512
10%,Adaptive VST-PGD,15,23485.62021370644,0.0003538896111088288,0.17328171031424858,0.0005980488528636815
10%,Adaptive VST-PGD,16,23455.938268341106,0.00023482807676673137,0.17323499674127002,0.0003870787442164969
10%,Adaptive VST-PGD,17,23445.595486994745,0.00014200271664869548,0.1732017376413704,0.00027601993256431593
10%,Adaptive VST-PGD,18,23435.32534587622,9.735076129028665e-05,0.17317831783664447,0.0001947028117932328
10%,Adaptive VST-PGD,19,23429.741013641877,6.263681695584674e-05,0.17315959736085157,0.00015581545207083174
10%,Adaptive VST-PGD,20,23425.201664848268,5.126054411182391e-05,0.17314219308288506,0.00014499757911944544
10%,Adaptive VST-PGD,21,23420.958278483184,5.124079947897368e-05,0.17312336249003102,0.000157028494351988
10%,Adaptive VST-PGD,22,23416.794990763694,5.965645531543886e-05,0.17310201161525707,0.0001782299353353907
10%,Adaptive VST-PGD,23,23412.535933523945,6.402324861890816e-05,0.17308161771840744,0.0001704257334240301
10%,Adaptive VST-PGD,24,23407.881950323175,5.549653904646163e-05,0.17306476906469026,0.00014093550102020904
10%,Adaptive VST-PGD,25,23404.025626213283,4.354220985376778e-05,0.17304969918531177,0.00012616241617570813
10%,Adaptive VST-PGD,26,23400.369300515486,4.25637517831028e-05,0.17303292443585536,0.00014055144312004133
10%,Adaptive VST-PGD,27,23396.51791976168,5.663030675476032e-05,0.17301072921805716,0.0001861537847845749
10%,Adaptive VST-PGD,28,23393.365566573717,7.146960632774107e-05,0.17298795818820772,0.0001912075442913979
10%,Adaptive VST-PGD,29,23387.884264653618,6.226156435437766e-05,0.17297159712161111,0.00013752333833533158
10%,Adaptive VST-PGD,30,23384.136942572033,4.017918834041947e-05,0.17295846678063465,0.00011045513484171693
10%,Adaptive VST-PGD,31,23380.94744196721,3.4402384915192486e-05,0.1729440110281183,0.0001216928589342064
10%,Adaptive VST-PGD,32,23376.557502357493,5.7799277411033245e-05,0.17291842738980343,0.00021558694317178455
10%,Adaptive VST-PGD,33,23373.037832364927,5.2984835372823704e-05,0.17290084115066737,0.00014836708723235713
10%,Adaptive VST-PGD,34,23369.308804625085,4.6408771571273364e-05,0.17288592580549766,0.00012594182237140618
10%,Adaptive VST-PGD,35,23366.031753867675,3.7889929319957674e-05,0.17287199838337747,0.0001176896663354676
10%,Adaptive VST-PGD,36,23362.689343942242,4.008899165555465e-05,0.17285531680701366,0.00014107474222069513
10%,Adaptive VST-PGD,37,23359.253657964964,5.861504266751475e-05,0.17283184399327017,0.00019871164482388438
10%,Adaptive VST-PGD,38,23356.88325652868,7.383356479582356e-05,0.17280998048116678,0.00018531020018254453
10%,Adaptive VST-PGD,39,23350.87107962389,5.86583792546106e-05,0.1727958996113891,0.00011945823302489336
10%,Adaptive VST-PGD,40,23347.79896300105,3.284975471807618e-05,0.17278412071432434,0.0001
10%,Adaptive VST-PGD,41,23344.692525132312,3.348511918633513e-05,0.1727687615977594,0.0001304866368835194
10%,Adaptive VST-PGD,42,23339.84317504514,8.088451006183011e-05,0.1727317380958063,0.00031494404991969294
10%,Adaptive VST-PGD,43,23337.483387105298,7.822851990860752e-05,0.17271132147287763,0.00017395145413325838
10%,Adaptive VST-PGD,44,23330.93796547352,5.518122331045748e-05,0.17269889019389084,0.00010600601175966471
10%,Adaptive VST-PGD,45,23328.25109727204,2.8836884095419754e-05,0.17268717112257323,0.0001
10%,Adaptive VST-PGD,46,23324.519179917574,4.167563764872298e-05,0.17266725274809483,0.00017010108916606375
10%,Adaptive VST-PGD,47,23323.31150692027,0.0001176902895977246,0.17261685771195664,0.0004311130084457991
10%,Adaptive VST-PGD,48,23313.537209845636,8.865854305180722e-05,0.17260062913844088,0.00013908735561569068
10%,Adaptive VST-PGD,49,23309.166089261136,4.434649259514112e-05,0.17258897059144038,0.0001
10%,Adaptive VST-PGD,50,23306.589734745394,2.795314916529569e-05,0.17257731942303528,0.0001
10%,Adaptive VST-PGD,51,23302.79205002019,4.325366585532384e-05,0.1725564385382887,0.00017936441713145584
10%,Adaptive VST-PGD,52,23299.607920442268,6.174604047304007e-05,0.17253039405163156,0.00022399378903767815
10%,Adaptive VST-PGD,53,23299.590054259315,8.477479237308355e-05,0.1725073761654717,0.00019822772866259962
10%,Adaptive VST-PGD,54,23291.14025335153,6.456820476542797e-05,0.1724948829600698,0.00010768905093417737
10%,Adaptive VST-PGD,55,23288.421596446697,3.048294976628271e-05,0.17248328980566904,0.0001
10%,Adaptive VST-PGD,56,23285.400336750026,3.424790951669235e-05,0.1724672732194476,0.00013825412081892375
10%,Adaptive VST-PGD,57,23281.632058003066,8.076648282569492e-05,0.17243070060841342,0.0003161031229984922
10%,Adaptive VST-PGD,58,23278.04178559436,6.938596209907393e-05,0.17241450058359387,0.00014022730697769802
10%,Adaptive VST-PGD,59,23273.347523069333,4.718652345575128e-05,0.17240295644801903,0.0001
10%,Adaptive VST-PGD,60,23270.791882245074,2.8683092251048248e-05,0.1723914195734863,0.0001
10%,Adaptive VST-PGD,61,23267.5364074396,3.767952900404729e-05,0.17237346010194265,0.00015578752316039755
10%,Adaptive VST-PGD,62,23265.31908651717,9.500908860930854e-05,0.17233190901429477,0.0003609629443889223
10%,Adaptive VST-PGD,63,23258.725251097316,7.285288285836316e-05,0.17231768828095093,0.00012373223939510046
10%,Adaptive VST-PGD,64,23254.933343991353,4.198348998632809e-05,0.1723062033851624,0.0001
10%,Adaptive VST-PGD,65,23252.44961154048,2.800027245535623e-05,0.17229472564458245,0.0001
10%,Adaptive VST-PGD,66,23249.12830950802,3.8907989426980416e-05,0.17227604481863135,0.00016288264128913667
10%,Adaptive VST-PGD,67,23247.833119048275,0.0001003270533107669,0.17223274122651613,0.00037815893550902893
10%,Adaptive VST-PGD,68,23239.83715321835,7.423714518985303e-05,0.17221924373010908,0.00011805889769067104
10%,Adaptive VST-PGD,69,23236.396596137783,3.9544134556111587e-05,0.17220781900150217,0.0001
10%,Adaptive VST-PGD,70,23233.970433326762,2.746321125077424e-05,0.17219640131534492,0.0001
10%,Adaptive VST-PGD,71,23230.596791807722,3.992416377709828e-05,0.17217712400041205,0.0001689693597869994
10%,Adaptive VST-PGD,72,23230.216337574468,0.0001049872981013524,0.17213230237392999,0.00039349909139885214
10%,Adaptive VST-PGD,73,23220.923920462425,7.573418010348287e-05,0.17211935440843332,0.00011385634616677419
10%,Adaptive VST-PGD,74,23217.737801864685,3.7487241114922965e-05,0.17210799022977935,0.0001
10%,Adaptive VST-PGD,75,23215.368030835227,2.6874998308660016e-05,0.172096632975667,0.0001
10%,Adaptive VST-PGD,76,23211.896693750707,4.147215522725377e-05,0.17207647545647398,0.0001776273887585053
10%,Adaptive VST-PGD,77,23209.062771534667,5.62294051166913e-05,0.17205281074041248,0.00020877274137300538
10%,Adaptive VST-PGD,78,23208.6242873514,7.450000538662708e-05,0.1720322588375087,0.00018152843207192514
10%,Adaptive VST-PGD,79,23201.926297824368,5.7948377408879554e-05,0.17202094663270517,0.0001
10%,Adaptive VST-PGD,80,23199.356741833617,3.0383637477340677e-05,0.1720096416307711,0.0001
10%,Adaptive VST-PGD,81,23196.70269075999,3.1259000298984416e-05,0.17199524188990026,0.0001274603233710683
10%,Adaptive VST-PGD,82,23193.047082232093,6.500366742768498e-05,0.17196534893048024,0.00026489261323170486
10%,Adaptive VST-PGD,83,23190.351216143783,5.7449215693193915e-05,0.17194990790499085,0.00013700173307682546
10%,Adaptive VST-PGD,84,23186.595804038778,4.291071840898598e-05,0.17193864527228156,0.0001
10%,Adaptive VST-PGD,85,23184.16998801233,2.8438246110383366e-05,0.1719273895064887,0.0001
10%,Adaptive VST-PGD,86,23181.279994288794,3.460811992840102e-05,0.17191103975464953,0.0001453603604211103
10%,Adaptive VST-PGD,87,23178.582258803253,7.996234823339376e-05,0.17187557637882886,0.0003157032196831681
10%,Adaptive VST-PGD,88,23173.883549990147,6.253789485964163e-05,0.17186234094604472,0.00011798728687673461
10%,Adaptive VST-PGD,89,23170.4945650192,4.008034607569206e-05,0.1718511307979798,0.0001
10%,Adaptive VST-PGD,90,23168.131691577626,2.7662527756854417e-05,0.17183992747745905,0.0001
10%,Adaptive VST-PGD,91,23165.135764003062,3.620931876023145e-05,0.17182266254393633,0.00015421911054587173
10%,Adaptive VST-PGD,92,23163.24816843799,8.733181654288033e-05,0.17178459028430068,0.000340555811781599
10%,Adaptive VST-PGD,93,23157.163715063798,6.54762561515524e-05,0.17177207348608084,0.0001121242233179969
10%,Adaptive VST-PGD,94,23153.998219478395,3.8209193912271554e-05,0.1717609176214834,0.0001
10%,Adaptive VST-PGD,95,23151.684196323484,2.709141327452445e-05,0.17174976856020333,0.0001
10%,Adaptive VST-PGD,96,23148.606689942266,3.7486567001353495e-05,0.1717317801993546,0.00016146633094411055
10%,Adaptive VST-PGD,97,23147.554630967734,9.338432859625033e-05,0.17169162282853437,0.0003609919838159316
10%,Adaptive VST-PGD,98,23140.165300547163,6.804935887408927e-05,0.17167959893885246,0.00010825070745840652
10%,Adaptive VST-PGD,99,23137.180557481912,3.654612401003205e-05,0.1716684989802252,0.0001
10%,Adaptive VST-PGD,100,23134.91307961232,2.6529913695625046e-05,0.1716574058209099,0.0001
10%,Adaptive VST-PGD,101,23131.735565286664,3.8995254426824656e-05,0.17163857507129604,0.0001698836073073427
10%,Adaptive VST-PGD,102,23128.962428240062,5.033247199547148e-05,0.17161725122561566,0.00019258542281272854
10%,Adaptive VST-PGD,103,23128.23415565557,6.758272155074476e-05,0.17159713660471004,0.00018187431447585364
10%,Adaptive VST-PGD,104,23122.705174797848,5.505439704499506e-05,0.17158599368978372,0.00010084021648145638
10%,Adaptive VST-PGD,105,23120.142435735615,3.149891181686622e-05,0.17157495066251108,0.0001
10%,Adaptive VST-PGD,106,23117.77560113424,2.830850163347371e-05,0.1715623147754957,0.00011449821537134522
10%,Adaptive VST-PGD,107,23114.229585814708,5.1951629007015146e-05,0.17153789234509592,0.0002215128850869444
10%,Adaptive VST-PGD,108,23112.092247709865,5.177794442538244e-05,0.17152082357357704,0.00015499858714252478
10%,Adaptive VST-PGD,109,23108.773940183833,4.428326417779969e-05,0.17150897581213442,0.00010767486521766818
10%,Adaptive VST-PGD,110,23106.268779181955,3.0850285562363135e-05,0.1714979795701104,0.0001
10%,Adaptive VST-PGD,111,23103.885239282896,2.8727087034257074e-05,0.17148507122191997,0.00011746530251104326
10%,Adaptive VST-PGD,112,23100.37726888488,5.400047397793558e-05,0.17145987687043748,0.0002294938512431424
10%,Adaptive VST-PGD,113,23098.181886086397,5.158988700254077e-05,0.17144369252750952,0.0001475977477845783
10%,Adaptive VST-PGD,114,23094.835880964005,4.136140027895039e-05,0.1714325522848604,0.000101674335993926
10%,Adaptive VST-PGD,115,23092.500641269417,2.838508219574064e-05,0.17142160225598588,0.0001
10%,Adaptive VST-PGD,116,23089.8854270376,3.211583861566356e-05,0.17140665582994538,0.00013659153402224494
10%,Adaptive VST-PGD,117,23086.89564077449,6.939741061381781e-05,0.171375550934018,0.0002845979396790227
10%,Adaptive VST-PGD,118,23083.429911518364,5.615813041454205e-05,0.17136241592702764,0.0001203364496031032
10%,Adaptive VST-PGD,119,23080.2459307139,3.9163300087972827e-05,0.17135150802556612,0.0001
10%,Adaptive VST-PGD,120,23077.986490881758,2.729422220945714e-05,0.17134060676251087,0.0001
10%,Adaptive VST-PGD,121,23075.220103281485,3.4318275794231906e-05,0.17132439857592988,0.00014878915914040704
10%,Adaptive VST-PGD,122,23073.05384013303,7.947020377649024e-05,0.17128963659242602,0.00031953184379904486
10%,Adaptive VST-PGD,123,23068.064956679056,6.033302952498728e-05,0.1712775997330184,0.00011079547481064294
10%,Adaptive VST-PGD,124,23065.079905553986,3.732076552627288e-05,0.17126674280496643,0.0001
10%,Adaptive VST-PGD,125,23062.867295701806,2.6671348619128346e-05,0.17125589246551906,0.0001
10%,Adaptive VST-PGD,126,23060.00681299613,3.574202255346496e-05,0.1712388858495596,0.00015685431538062553
10%,Adaptive VST-PGD,127,23058.6165548698,8.615871844953477e-05,0.17120179117691722,0.00034261015146675583
10%,Adaptive VST-PGD,128,23052.36063983607,6.330303751704218e-05,0.17119030918158165,0.00010620111305924539
10%,Adaptive VST-PGD,129,23049.5284682746,3.5791796441174e-05,0.1711795046674652,0.0001
10%,Adaptive VST-PGD,130,23047.35791240368,2.611442558493121e-05,0.17116870669128723,0.0001
10%,Adaptive VST-PGD,131,23044.39900994019,3.7221197332328004e-05,0.1711508811357259,0.000165207928696421
10%,Adaptive VST-PGD,132,23044.00368724883,9.323481658480029e-05,0.17111137135418733,0.0003667255686251447
10%,Adaptive VST-PGD,133,23036.21662544211,6.659312365444178e-05,0.17110033259364707,0.00010261329935908642
10%,Adaptive VST-PGD,134,23033.54246995373,3.403512854467335e-05,0.17108958201195446,0.0001
10%,Adaptive VST-PGD,135,23031.413849301625,2.55423728645954e-05,0.17107879456410607,0.00010040354741660084
10%,Adaptive VST-PGD,136,23028.296784404825,3.963633490937531e-05,0.1710596822392654,0.0001780276092816137
10%,Adaptive VST-PGD,137,23025.834118089027,5.156052606580616e-05,0.17103839995991435,0.00019846216453256465
10%,Adaptive VST-PGD,138,23025.017586135968,6.57469628513778e-05,0.17102030025129675,0.0001689735617019492
10%,Adaptive VST-PGD,139,23019.905725663884,5.3528859171959035e-05,0.17100959727531906,0.0001
10%,Adaptive VST-PGD,140,23017.448047481324,3.125670038532166e-05,0.17099890094450412,0.0001
